Lot ID,Category,Subcategory,Estimate,Has Bid,Current Time,New Time,Status,Details,Rule ID
1149,Top machines,Laser cutting machines,180000.00,False,15:08:00,15:30,Updated,Time changed,2
1150,Top machines,Punching machines,100000.00,False,14:37:00,14:27,Updated,Time changed,2
1151,Warm-up,Tooling,15000.00,False,14:30:00,14:47,Updated,Time changed,1
1152,Top machines,Stock storage,50000.00,False,14:54:00,15:56,Updated,Time changed,2
1153,Top machines,Press brakes,50000.00,True,14:02:00,15:19,Updated,Time changed,2
1154,Top machines,Press brakes,5000.00,True,14:14:00,15:53,Updated,Time changed,2
1155,Buffer zone,Press brakes,2500.00,True,18:05:00,14:08,Updated,Time changed,6
1156,Top machines,CNC machining center,55000.00,True,15:49:00,14:15,Updated,Time changed,2
1157,Top machines,Waterjet cutting machines,25000.00,False,14:53:00,15:05,Updated,Time changed,2
1158,Top machines,Deburring machines,5000.00,True,14:29:00,14:08,Updated,Time changed,2
1162,Top machines,Punching machines,7500.00,False,14:41:00,15:48,Updated,Time changed,2
1163,Top machines,Bending & folding machines,7500.00,True,14:03:00,15:03,Updated,Time changed,2
1164,Top machines,Bending & folding machines,4500.00,True,15:05:00,14:42,Updated,Time changed,2
1165,Top machines,Punching machines,3500.00,True,14:04:00,15:39,Updated,Time changed,2
1166,Top machines,Sawing machines,7500.00,True,14:07:00,15:52,Updated,Time changed,2
1167,Other machines & welding,Deburring machines,1500.00,True,16:25:00,16:18,Updated,Time changed,3
